t_s,track_id,est_e_m,est_n_m,est_u_m,est_vel_e,est_vel_n,est_vel_u,pos_err_m,az_err_deg,el_err_deg,range_err_m
12.5400,1,-1092.3977,1141.9995,121.2064,10.1736,-9.5721,-0.4915,3.4407,0.0573,-0.0310,2.9341
12.6370,1,-1091.4851,1140.9045,121.9155,10.1406,-9.6525,-0.1742,3.3764,0.0538,-0.0046,3.0320
12.6400,1,-1091.9204,1141.4261,121.9540,10.0071,-9.4829,-0.1654,4.0617,0.0554,-0.0052,3.7612
12.7000,1,-1091.3335,1140.8442,121.9441,10.0007,-9.4890,-0.1654,4.1461,0.0562,-0.0051,3.8439
12.7400,1,-1090.5151,1140.0747,121.8742,10.1286,-9.6003,-0.1860,3.6957,0.0584,-0.0057,3.3248
12.8400,1,-1088.8029,1138.4695,121.8667,10.3446,-9.7854,-0.1713,3.0417,0.0630,-0.0026,2.4995
12.9000,1,-1088.1679,1137.8960,121.8564,10.3514,-9.7789,-0.1713,3.1222,0.0653,-0.0025,2.5550
12.9400,1,-1087.1978,1136.9593,121.8095,10.5197,-9.9381,-0.1799,2.5875,0.0673,-0.0016,1.8127
13.0400,1,-1085.8781,1135.7301,121.7852,10.6033,-10.0046,-0.1789,2.4756,0.0711,-0.0006,1.5275
13.1000,1,-1085.2228,1135.1481,121.7745,10.6124,-9.9960,-0.1789,2.5528,0.0737,-0.0004,1.5628
13.1400,1,-1084.2235,1134.1684,121.7503,10.7854,-10.1672,-0.1778,2.2022,0.0753,0.0014,0.7712
13.2400,1,-1082.4149,1132.2132,121.7030,10.9884,-10.4610,-0.1783,2.0536,0.0737,0.0040,-0.3757
13.3000,1,-1081.7760,1131.5661,121.6923,10.9790,-10.4700,-0.1783,2.0673,0.0743,0.0043,-0.3760
13.3370,1,-1082.8159,1129.9526,120.6396,10.3178,-11.0344,-0.6042,1.0059,0.0059,-0.0339,-0.3481
13.3400,1,-1082.0345,1129.2017,120.5935,10.5457,-11.2423,-0.6124,1.6585,0.0076,-0.0327,-1.3809
13.4400,1,-1080.0759,1127.0936,120.5363,10.8127,-11.5396,-0.5980,2.8656,0.0059,-0.0298,-2.7422
13.4700,1,-1079.4490,1127.0685,120.2963,10.9527,-11.3911,-0.6888,3.0094,0.0219,-0.0383,-2.7576
13.5000,1,-1079.1303,1126.7172,120.2757,10.9481,-11.3956,-0.6888,3.0293,0.0214,-0.0387,-2.7783
13.5030,1,-1079.2655,1126.4761,120.5615,10.8681,-11.4904,-0.5702,2.9078,0.0117,-0.0281,-2.7863
13.5400,1,-1079.7494,1127.0004,120.5941,10.6068,-11.2060,-0.5611,1.7584,0.0122,-0.0301,-1.5182
13.6400,1,-1079.0802,1126.2922,120.5780,10.4904,-11.0827,-0.5503,1.3367,0.0120,-0.0311,-0.9791
13.7000,1,-1078.4567,1125.6215,120.5450,10.4874,-11.0855,-0.5503,1.3485,0.0115,-0.0316,-0.9875
13.7400,1,-1077.8904,1125.0501,120.5823,10.5348,-11.1223,-0.5223,1.4632,0.0120,-0.0293,-1.1818
13.8370,1,-1077.2703,1123.5147,121.0914,10.3314,-11.3566,-0.2755,1.2741,-0.0106,-0.0094,-1.2141
13.8400,1,-1078.0709,1124.3520,121.2001,10.0826,-11.0952,-0.2419,0.3749,-0.0106,-0.0088,-0.0003
13.9000,1,-1077.4751,1123.6774,121.1856,10.0778,-11.0998,-0.2419,0.4021,-0.0119,-0.0087,0.0091
13.9400,1,-1077.1607,1123.4019,121.2476,10.0607,-11.0422,-0.2120,0.3950,-0.0106,-0.0065,0.2034
14.0400,1,-1076.0939,1122.2215,121.2196,10.0774,-11.0664,-0.2138,0.3963,-0.0123,-0.0062,0.1275
14.1000,1,-1075.4919,1121.5550,121.2067,10.0760,-11.0678,-0.2138,0.4206,-0.0133,-0.0061,0.1385
14.1400,1,-1074.9995,1121.0518,121.2441,10.1075,-11.0830,-0.1913,0.3727,-0.0131,-0.0040,0.0443
14.2030,1,-1074.2737,1120.4421,121.1653,10.1535,-11.0338,-0.2220,0.3081,-0.0093,-0.0062,0.0561
14.2400,1,-1072.6190,1118.6950,120.9984,10.5365,-11.4357,-0.2699,1.8300,-0.0098,-0.0066,-1.8016
14.3000,1,-1071.9880,1118.0077,120.9822,10.5358,-11.4363,-0.2699,1.8564,-0.0106,-0.0065,-1.8258
14.3400,1,-1071.6976,1117.7072,120.9906,10.4991,-11.3870,-0.2638,1.6702,-0.0105,-0.0062,-1.6371
14.4030,1,-1071.6093,1116.3670,121.4165,10.1836,-11.7239,-0.0556,2.0475,-0.0425,0.0103,-1.6715
14.4400,1,-1071.9698,1116.6578,121.5273,9.9586,-11.5140,-0.0172,1.4091,-0.0447,0.0119,-0.6504
14.5000,1,-1071.3699,1115.9694,121.5263,9.9600,-11.5127,-0.0172,1.4514,-0.0463,0.0126,-0.6528
14.5400,1,-1070.7826,1115.2708,121.4829,10.0110,-11.5887,-0.0330,1.6579,-0.0485,0.0123,-0.9593
14.6400,1,-1068.7472,1113.0949,121.3430,10.3289,-11.8855,-0.0767,2.7979,-0.0500,0.0125,-2.4286
14.7000,1,-1068.1376,1112.3720,121.3384,10.3232,-11.8910,-0.0767,2.8587,-0.0523,0.0132,-2.4627
14.7400,1,-1068.5064,1112.7229,121.4222,10.0899,-11.6417,-0.0522,1.9966,-0.0531,0.0135,-1.3445
14.8400,1,-1067.2959,1111.3620,121.3580,10.1515,-11.6984,-0.0762,2.2584,-0.0557,0.0131,-1.6522
14.9000,1,-1066.6979,1110.6494,121.3534,10.1454,-11.7042,-0.0762,2.3155,-0.0580,0.0137,-1.6708
14.9400,1,-1065.8852,1109.6548,121.3934,10.2568,-11.8760,-0.0461,2.9085,-0.0618,0.0176,-2.3393
15.0370,1,-1065.3879,1107.9807,121.7105,9.9904,-12.1577,0.1055,3.5363,-0.0917,0.0307,-2.3998
15.0400,1,-1065.7800,1108.2997,121.6801,9.8513,-12.0579,0.0832,3.2200,-0.0940,0.0280,-1.8517
15.1000,1,-1065.1888,1107.5764,121.6851,9.8514,-12.0579,0.0832,3.2958,-0.0968,0.0290,-1.8725
15.1030,1,-1065.0049,1107.6890,121.6461,9.9329,-11.9760,0.0646,3.1223,-0.0889,0.0276,-1.8713
15.1370,1,-1064.0498,1107.8892,121.6919,10.2709,-11.6532,0.0852,2.5689,-0.0581,0.0297,-1.8796
15.1400,1,-1064.0775,1107.8981,121.6974,10.2503,-11.6407,0.0866,2.5223,-0.0586,0.0297,-1.8033
15.1700,1,-1063.5974,1107.6964,121.8235,10.3444,-11.5601,0.1456,2.4573,-0.0509,0.0348,-1.8163
15.2400,1,-1062.7121,1106.6809,121.8350,10.3883,-11.6274,0.1503,2.7255,-0.0533,0.0369,-2.0986
15.2700,1,-1062.2414,1106.6070,121.0276,10.4799,-11.4727,-0.2504,2.3854,-0.0425,0.0071,-2.0870
15.3000,1,-1061.9263,1106.2634,121.0201,10.4802,-11.4723,-0.2504,2.4008,-0.0429,0.0072,-2.0987
15.3400,1,-1062.1084,1106.4439,121.0971,10.3013,-11.2785,-0.2214,1.7033,-0.0432,0.0079,-1.2324
15.4400,1,-1060.3358,1104.5418,120.9850,10.5248,-11.5116,-0.2487,2.6189,-0.0446,0.0081,-2.3212
15.5000,1,-1059.7025,1103.8528,120.9701,10.5259,-11.5106,-0.2487,2.6521,-0.0454,0.0083,-2.3480
15.5400,1,-1059.0711,1103.2442,120.9178,10.5998,-11.5443,-0.2662,2.8810,-0.0441,0.0076,-2.6211
15.6400,1,-1058.3837,1102.4933,120.9506,10.4901,-11.4206,-0.2451,2.4486,-0.0450,0.0086,-2.1214
15.7000,1,-1057.7472,1101.8148,120.9359,10.4944,-11.4165,-0.2451,2.4726,-0.0454,0.0088,-2.1428
15.7400,1,-1057.5953,1101.6302,120.8961,10.4112,-11.3341,-0.2681,2.1696,-0.0461,0.0066,-1.7790
15.8400,1,-1056.3841,1100.2697,120.8792,10.4557,-11.4106,-0.2577,2.4630,-0.0487,0.0081,-2.0831
15.9000,1,-1055.7506,1099.5910,120.8637,10.4594,-11.4071,-0.2577,2.4865,-0.0492,0.0082,-2.1028
15.9400,1,-1055.9989,1099.8467,120.9406,10.2607,-11.1897,-0.2301,1.7504,-0.0492,0.0087,-1.1367
15.9700,1,-1056.0313,1099.1114,121.4398,10.0598,-11.4258,0.0322,2.2963,-0.0692,0.0279,-1.1499
16.0400,1,-1055.4801,1098.5246,121.4818,10.0216,-11.3544,0.0481,2.2000,-0.0696,0.0295,-0.8909
16.1000,1,-1054.8735,1097.8485,121.4847,10.0247,-11.3514,0.0481,2.2319,-0.0708,0.0303,-0.8887
16.1400,1,-1054.5141,1097.4277,121.4862,10.0106,-11.3426,0.0470,2.2414,-0.0720,0.0307,-0.8346
16.2400,1,-1053.7294,1096.4932,121.4468,9.9404,-11.2842,0.0195,2.2088,-0.0751,0.0295,-0.5397
16.3000,1,-1053.1310,1095.8180,121.4480,9.9415,-11.2831,0.0195,2.2453,-0.0764,0.0302,-0.5312
16.3400,1,-1053.1584,1095.7439,121.4504,9.8033,-11.1764,0.0110,2.2370,-0.0791,0.0291,0.0393
16.4400,1,-1052.2317,1094.6658,121.4686,9.7852,-11.1666,0.0183,2.3271,-0.0821,0.0307,0.1375
16.5000,1,-1051.6457,1093.9948,121.4697,9.7846,-11.1672,0.0183,2.3731,-0.0837,0.0314,0.1575
16.5030,1,-1051.2184,1094.2684,121.9339,10.0014,-10.9964,0.2459,2.1604,-0.0649,0.0490,0.1466
16.5400,1,-1050.8776,1093.8589,121.8997,9.9887,-11.0015,0.2246,2.1771,-0.0663,0.0480,0.1684
16.6400,1,-1050.0341,1092.8585,122.0054,9.9354,-10.9796,0.2622,2.3406,-0.0695,0.0526,0.3869
16.7000,1,-1049.4379,1092.1997,122.0211,9.9354,-10.9796,0.2622,2.3837,-0.0705,0.0538,0.4100
16.7400,1,-1049.8452,1092.5642,122.1343,9.6875,-10.7400,0.2945,2.8670,-0.0721,0.0551,1.5669
16.8400,1,-1048.3872,1090.9807,122.1436,9.8366,-10.8952,0.2952,2.6605,-0.0738,0.0586,0.9342
16.9000,1,-1047.7974,1090.3266,122.1613,9.8363,-10.8954,0.2952,2.7107,-0.0749,0.0599,0.9652
16.9400,1,-1047.3327,1089.7921,122.2276,9.8563,-10.9290,0.3223,2.7552,-0.0762,0.0632,0.8701
16.9700,1,-1047.0190,1089.4753,122.2794,9.8657,-10.9233,0.3419,2.7910,-0.0760,0.0654,0.8834
17.0400,1,-1045.8481,1088.2074,122.2257,10.0109,-11.0761,0.3154,2.6947,-0.0773,0.0663,0.2174
17.1000,1,-1045.2506,1087.5399,122.2447,10.0093,-11.0776,0.3154,2.7426,-0.0785,0.0677,0.2334
17.1400,1,-1044.5583,1086.7837,122.2133,10.0968,-11.1736,0.3009,2.7664,-0.0794,0.0683,-0.1860
17.2400,1,-1043.1520,1085.2984,122.0703,10.2201,-11.2788,0.2288,2.8199,-0.0800,0.0657,-0.7246
17.3000,1,-1042.5399,1084.6206,122.0840,10.2196,-11.2794,0.2288,2.8605,-0.0811,0.0670,-0.7264
17.3400,1,-1041.6164,1083.6564,122.0153,10.3782,-11.4329,0.2028,3.1294,-0.0812,0.0671,-1.4581
17.3700,1,-1041.1269,1083.6076,121.1907,10.4681,-11.2839,-0.1736,2.5032,-0.0690,0.0360,-1.4443
17.4400,1,-1040.0566,1082.5003,121.1649,10.5746,-11.3776,-0.1739,2.8146,-0.0688,0.0374,-1.9232
17.5000,1,-1039.4060,1081.8332,121.1545,10.5828,-11.3697,-0.1739,2.8285,-0.0686,0.0378,-1.9459
17.5400,1,-1039.5993,1082.0015,121.2693,10.3939,-11.1825,-0.1300,2.3611,-0.0695,0.0400,-1.0776
17.6400,1,-1039.3014,1081.6933,121.3346,10.1715,-10.9318,-0.1087,2.1030,-0.0694,0.0403,0.0120
17.7000,1,-1038.6842,1081.0440,121.3280,10.1750,-10.9284,-0.1087,2.1117,-0.0696,0.0407,0.0256
17.7400,1,-1038.5279,1080.8668,121.4282,10.0996,-10.8504,-0.0665,2.1997,-0.0700,0.0439,0.4030
17.8400,1,-1037.7936,1080.1097,121.5032,10.0201,-10.7472,-0.0356,2.3601,-0.0698,0.0465,0.8694
17.9000,1,-1037.2227,1079.4359,121.5011,10.0052,-10.7616,-0.0356,2.4196,-0.0719,0.0471,0.8976
17.9400,1,-1036.5544,1078.6707,121.5079,10.0824,-10.8693,-0.0270,2.3666,-0.0737,0.0491,0.4913
18.0400,1,-1034.5875,1076.4873,121.3904,10.3664,-11.2128,-0.0602,2.5820,-0.0774,0.0502,-0.9342
18.1000,1,-1033.9908,1075.7902,121.3867,10.3543,-11.2245,-0.0602,2.6325,-0.0794,0.0508,-0.9406
18.1400,1,-1032.6818,1074.3148,121.2144,10.6189,-11.5452,-0.1179,3.4053,-0.0824,0.0490,-2.3143
18.2400,1,-1031.3557,1072.8556,121.1774,10.6974,-11.6408,-0.1244,3.7713,-0.0846,0.0502,-2.7702
18.3000,1,-1030.7357,1072.1362,121.1699,10.6873,-11.6505,-0.1244,3.8341,-0.0865,0.0508,-2.8090
18.3400,1,-1029.6939,1070.9493,121.0483,10.8686,-11.8767,-0.1633,4.6248,-0.0893,0.0497,-3.7867
18.4400,1,-1028.3701,1069.2875,120.8741,10.9235,-12.0363,-0.2226,5.2054,-0.0969,0.0461,-4.3977
18.4700,1,-1027.2815,1069.5786,121.4340,11.2650,-11.7447,0.0062,5.0200,-0.0588,0.0682,-4.4414
18.5000,1,-1026.9590,1069.2114,121.4342,11.2580,-11.7514,0.0062,5.0601,-0.0597,0.0687,-4.4745
18.5400,1,-1025.5000,1067.6659,121.3640,11.5659,-12.0834,-0.0090,6.4654,-0.0604,0.0713,-5.9938
18.6400,1,-1025.1087,1067.2466,121.4703,11.3308,-11.8420,0.0244,5.6196,-0.0607,0.0737,-5.0452
18.7000,1,-1024.4140,1066.5502,121.4718,11.3375,-11.8356,0.0244,5.6887,-0.0600,0.0748,-5.1183
18.7400,1,-1024.0128,1066.1991,121.5172,11.3266,-11.7939,0.0411,5.6231,-0.0582,0.0768,-5.0393
18.8370,1,-1023.2109,1064.8969,120.7036,11.1954,-11.8659,-0.2854,5.5824,-0.0707,0.0467,-5.1343
18.8400,1,-1023.3030,1064.8375,120.6822,11.1445,-11.8822,-0.2942,5.5495,-0.0749,0.0457,-5.0647
18.9000,1,-1022.6369,1064.1220,120.6646,11.1434,-11.8833,-0.2942,5.6185,-0.0755,0.0460,-5.1334
18.9030,1,-1023.1989,1063.5874,120.0890,10.8720,-12.1068,-0.5254,5.8375,-0.1056,0.0237,-5.1257
18.9400,1,-1022.8406,1063.2410,120.0355,10.8633,-12.0723,-0.5402,5.7769,-0.1049,0.0219,-5.0722
19.0370,1,-1021.2154,1062.6509,119.8337,11.1360,-11.7991,-0.6024,5.5405,-0.0753,0.0156,-5.1741
19.0400,1,-1021.0367,1062.4004,119.8177,11.1743,-11.8693,-0.6057,5.7942,-0.0770,0.0158,-5.4285
19.1000,1,-1020.3599,1061.6943,119.7814,11.1774,-11.8663,-0.6057,5.8599,-0.0771,0.0153,-5.4993
19.1400,1,-1019.9729,1061.2470,119.7656,11.1556,-11.8611,-0.6028,5.8563,-0.0783,0.0151,-5.4848
19.2400,1,-1018.4490,1059.7186,119.6523,11.2897,-11.9583,-0.6197,6.4528,-0.0767,0.0140,-6.1333
19.3000,1,-1017.7721,1059.0007,119.6151,11.2894,-11.9586,-0.6197,6.5303,-0.0771,0.0135,-6.2129
19.3400,1,-1016.8373,1058.0747,119.5126,11.4439,-12.0906,-0.6461,7.2030,-0.0758,0.0123,-6.9276
19.4400,1,-1015.7394,1056.9056,119.4976,11.4294,-12.0798,-0.6245,7.2933,-0.0766,0.0132,-7.0157
19.5000,1,-1015.0404,1056.1936,119.4602,11.4364,-12.0731,-0.6245,7.3768,-0.0762,0.0128,-7.1064
19.5400,1,-1014.5345,1055.7814,119.4732,11.4652,-12.0390,-0.6075,7.3959,-0.0731,0.0139,-7.1463
19.6400,1,-1014.0582,1055.1461,119.4760,11.2440,-11.8767,-0.5902,6.7228,-0.0768,0.0129,-6.4201
19.7000,1,-1013.3811,1054.4359,119.4406,11.2453,-11.8754,-0.5902,6.7938,-0.0770,0.0125,-6.4941
19.7400,1,-1013.7542,1054.6199,119.5432,10.9703,-11.6926,-0.5468,5.8938,-0.0825,0.0138,-5.4912
19.8400,1,-1013.3094,1053.9287,119.5383,10.7475,-11.5646,-0.5346,5.3043,-0.0887,0.0126,-4.7840
19.8700,1,-1012.3857,1054.3459,118.2221,11.0573,-11.1702,-1.1173,5.0502,-0.0513,-0.0387,-4.7752
19.9000,1,-1012.0552,1054.0096,118.1886,11.0567,-11.1708,-1.1173,5.0714,-0.0511,-0.0396,-4.7944
19.9030,1,-1012.0522,1053.8329,118.9727,11.0399,-11.2437,-0.7633,5.0216,-0.0558,-0.0087,-4.8098
19.9400,1,-1011.9316,1053.6642,118.8781,10.9450,-11.1721,-0.7983,4.7107,-0.0570,-0.0131,-4.4678
