t_s,track_id,est_e_m,est_n_m,est_u_m,est_vel_e,est_vel_n,est_vel_u,pos_err_m,az_err_deg,el_err_deg,range_err_m
17.6400,254,-3824.9855,4106.0062,-489.7895,0.0557,0.1116,0.0245,619.1337,0.8149,-6.2502,4.3032
17.7000,254,-3824.8183,4106.1656,-489.7880,0.0899,0.1435,0.0245,619.1335,0.8173,-6.2504,5.2141
17.7400,254,-3824.8147,4106.1713,-489.7871,0.0899,0.1435,0.0245,619.1150,0.8173,-6.2504,5.8214
17.8400,254,-3824.8057,4106.1857,-489.7846,0.0899,0.1435,0.0245,619.0714,0.8175,-6.2507,7.3397
17.9000,254,-3824.8003,4106.1943,-489.7831,0.0899,0.1435,0.0245,619.0471,0.8176,-6.2508,8.2506
17.9400,254,-3824.7967,4106.2000,-489.7822,0.0899,0.1435,0.0245,619.0316,0.8177,-6.2509,8.8579
18.1000,254,-3824.7823,4106.2230,-489.7782,0.0899,0.1435,0.0245,618.9755,0.8179,-6.2512,11.2871
18.1400,254,-3824.7787,4106.2287,-489.7773,0.0899,0.1435,0.0245,618.9630,0.8180,-6.2513,11.8944
18.3000,254,-3824.7643,4106.2517,-489.7733,0.0899,0.1435,0.0245,618.9188,0.8183,-6.2517,14.3235
18.3400,254,-3824.7607,4106.2574,-489.7724,0.0899,0.1435,0.0245,618.9093,0.8183,-6.2518,14.9309
18.4400,254,-3824.7517,4106.2718,-489.7699,0.0899,0.1435,0.0245,618.8880,0.8185,-6.2520,16.4491
18.5000,254,-3824.7463,4106.2804,-489.7684,0.0899,0.1435,0.0245,618.8770,0.8186,-6.2521,17.3600
18.5400,254,-3824.7427,4106.2861,-489.7675,0.0899,0.1435,0.0245,618.8705,0.8187,-6.2522,17.9673
18.6400,254,-3824.7337,4106.3005,-489.7650,0.0899,0.1435,0.0245,618.8567,0.8188,-6.2524,19.4856
18.7000,254,-3824.7283,4106.3091,-489.7635,0.0899,0.1435,0.0245,618.8502,0.8189,-6.2525,20.3965
18.7400,268,-3853.7696,1447.6686,704.6526,0.3580,-0.3683,-0.1118,2666.9701,-25.6257,8.4484,-1435.3736
18.8400,268,-3853.7338,1447.6318,704.6414,0.3580,-0.3683,-0.1118,2665.9281,-25.6260,8.4481,-1433.9072
18.9000,278,-491.6043,3850.7309,-171.7960,-0.2359,1.0937,0.0045,3407.6577,36.5103,-3.7990,-1723.7470
19.0400,278,-491.6373,3850.8840,-171.7954,-0.2359,1.0937,0.0045,3406.0673,36.5101,-3.7993,-1721.4713
19.1000,278,-491.6514,3850.9497,-171.7951,-0.2359,1.0937,0.0045,3405.3860,36.5100,-3.7994,-1720.4961
19.1400,278,-491.6609,3850.9934,-171.7949,-0.2359,1.0937,0.0045,3404.9318,36.5099,-3.7995,-1719.8459
19.3000,278,-491.6986,3851.1684,-171.7942,-0.2359,1.0937,0.0045,3403.1158,36.5097,-3.7997,-1717.2452
19.3400,278,-491.6865,3863.3638,-171.3333,-0.2438,4.1565,0.1117,3401.9768,36.5326,-3.7852,-1704.5756
19.4400,278,-491.7109,3863.7795,-171.3221,-0.2438,4.1565,0.1117,3400.8286,36.5330,-3.7850,-1702.6470
19.5000,278,-491.7255,3864.0289,-171.3154,-0.2438,4.1565,0.1117,3400.1400,36.5333,-3.7849,-1701.4898
19.5400,300,-2822.3785,4399.5096,925.5850,0.0000,0.0000,0.0000,1369.9046,11.1046,8.7750,-291.5253
19.6400,300,-2822.3785,4399.5096,925.5850,0.0000,0.0000,0.0000,1369.3919,11.1046,8.7748,-290.0112
19.7000,300,-2822.3785,4399.5096,925.5850,0.0000,0.0000,0.0000,1369.0849,11.1046,8.7746,-289.1028
19.7400,300,-2822.3785,4399.5096,925.5850,0.0000,0.0000,0.0000,1368.8806,11.1046,8.7745,-288.4971
19.8400,300,-2822.3785,4399.5096,925.5850,0.0000,0.0000,0.0000,1368.3709,11.1046,8.7743,-286.9830
19.9000,300,-2822.3785,4399.5096,925.5850,0.0000,0.0000,0.0000,1368.0658,11.1046,8.7741,-286.0746
19.9400,300,-2822.3785,4399.5096,925.5850,0.0000,0.0000,0.0000,1367.8626,11.1046,8.7740,-285.4689
